titles,reviews,ratings
"
Worst service by amazon. Please go for Flipkart
","
Hi,I purchased Samsung Mobile M30 from Amazon on april-2019. Since then i didn't mishandled or any impact on phone even no direct contact to any type of liquid or water . On oct-2020 , i found small purple spot on its left hand side on bottom and then its increasing as time passes  and its appeared dark purple and bluish in color . Hence today i visited to your service centre to show the display and issue  with mobile. After physical inspection of device the service centre guy said that its having liquid inside due to which this problem arose. So they said its chargable becaus eits not come under warranty . So i denied to do repair and take the phone back because i am not satisfied with service centre solution . I didnt do any wrong thing with device and only one year we used the device and problem arise .  no any physical contact of any loquid or water to mobile then how it was happened i dont know . It may be a device fault but Service centre guy not agree with my comments . It may be happened due to moisture i dont know its not our fault then why i have to pay ? Its really frustration to me so please request you  to take appropriate decision and provide the replacement for device or free of cost repair . We all going through a tough situation and i put my hard saving to buy this product and again i have to pay 4 to 5K its not justice to  us .Finally i check all the information regarding Samsung product and service delivery over internet and i found that  most of devices having such issues and lot of complaints placed by consumer against same issue .Within a year such problem arises in Samsung device its really bad to its reputation.Mainly this issue happened in A50 an M30S , ME and J7 samsung products so please check with your technical team what is technical issue with product .
",1
"
An overrated underperforming phone.
","
Quality of Camera was the claim of the company for this model. However, Camera of the cell phone all of a sudden stopped working after two years. Tried to repair through Samsung service centre. But no use other than paying money to the repair centre. Had to buy another mobile as without camera not even UPI payments are not possible.  Wasted money for this model.
",1
"
Average Phone with a high price tag.
","
It went offf with three months of usage now its not working. Worst phone. How to service. I took the phone  to  service centre and they told me mother board issue and got repaired it in warranty and they agreed every m series phone is designed in same way so it gets failed repeatedly without any problem from end user it goes off automatically and so plz take the extended warranty worth 1200rs and i took it. Again in a month again the phone went off the same way with flashy image and cracks on internal side of display and this time they took 4230 rs for repair claiming it internal cracks due to physical damage ( this time also i.ve done nothing like it hasn't fallen down from my hands and even no external force applied by me on phone..) still i paid a lot of money till now. Again in the month of october exactly 6 months after my phone purchase the same issue internal cracks of display and phone went off again they are asking me to pay 4230rs  as it wont cover this issue in warranty. When i asked for how many times should i pay to service agent of authorised service center they claim that we are no where concerned about this problem if you need phone you should pay otherwise buy a new phone. After so much of discussion they agreed this is a failed version so we are providing m30s series free screen replacement twice option this issue is happened because of manufacturing failure but we can't provide free service. If you need phone pay 4230 rs or go for consumer forum we are not concerned about it becauae every m series phones are designed in the same way and we won't agree its our manufacturing problem because we don't want to pay customer back. They even agreed these m series phones are all failed pieces of galaxy s8, s9 and s10. We are just recycling them and selling for low cost so that user might use such high end phone for low amount and quality doesn't matter in such amount so people can't do anything. So consumers plz don't buy this m series and get trapped like me. This samsung is cheaters. Tc
",2
"
M30 Cons should know before buying
","
I bought this mobile and it stopped working exactly after 1 yr completion and it's a motherboard issue. This complaint I found in most of M series phone either at local repair shop or samsung service center and cost of repair is more than hlf of mobile price. Samsung is total pathetic in after sale support for their such type of issue, as company should take ownership of such complaints when received in bulk. Atleast please dont buy M series phone. Total waste of money. One yr which also it worked bt it was not that amazing experience.
",2
"
Motherboard collapse
","
Ek dum kachra phone. Dead in just 2 years. Don't buy phone from apprio retail they are selling factory second phone
",2
"
Think twice before buying samsung midrange mobiles if u r long term user
","
Unboxed the item and tried to play ringtone or any song to check Audio quality. External speaker is not working . Performed Soft reset and Hard reset both. Now the device become abnormal state during booting stage and  is rebooting automatically for more than 30 mins by showing ""SAMSUNG GALAXY M30"" nothing given over control to move forward...Hold power button on time to control above situation but no use. Is started working like as Un programmed ROBOT.Not at all expected from SAMSUNG.!!!!!!!!!!!!!Are you guys are checking\testing products properly before dispatching to the customers ?? (or) for flash sale sake running behind ???? thinking like Let first deliver and make money, later on will respond to the customers if they face any problem with the defective piece. .Irony is for this product especially, customer will not get an option to select replacement or refund option . You have to be dependent on customer care executive for any further support.You will not come to know the status immediately though executive raised a request for Replacement. It take some time to reflect in the system to update after going through several approvals process. I.e replacement / Refund is not hassle free process.
",2
"
Once again Samsung?
","
I received a defective Samsung Galaxy M30 from Amazon. When I am trying to turn on , it boots to the logo then goes to the ""Samsung M30 powered by Android "" screen, then it stays there. I've tried to do a hard reset by holding down the power button and the volume up button and have done reboot and still gets hung on the ""SAMSUNG M30 "" logo. I contact customer services of amazon but they also failed and arranged a Technician visit. After 2 days, Technician agent verify the mobile and reported to Amazon about this problem. After that amazon send a replacement unit to my address. Amazon transport service agent come my address and say that after verification mobile will be replace. Agent trying to turn on the device to get IMEI no. How is this possible? Phone already dead/hung at samsung logo. Agent said that if he saw IMEI number on mobile screen, then replacement will done. I contact customer services about this matter but no solution. Replacement is rejected by amazon transport agent . I saw order details in my amazon app, it shows replacement unit rejected by customer 🙄. I surprised about the service provided by amazon. There is no connection between amazon customer support, Amazon Transport agent, amazon app but managed Amazon india😆😆. All unit are managed by amazon but there is no connection and understanding between them. I think for mobiles flipkart is best and services provided by them is also great. Please do not purchase mobile phones from Amazon. Services provided by amazon is really worst. For this reason 95% of new Mobile phone lunched on flipkart. When purchase mobile phones on Amazon, think twice.
",2
"
Ok phone.. 9000 enough but not worth of 11999.. processor is 1.8 it frequently lagging..
","
It's been 2 weeks since I'm using the m30 4/64 phone. While on the outside the phone looks stunning and the display is ever glowing eye catching the phone is nothing but disappointing when it comes to performance. The face recognition is slow and below average at best but the fi gerprint sensor makes up for it. Due to the notch display and the huge screen you will end up touching the phone where you never meant to. The camera is decent with comparison to current standards.The processor is its biggest weakness. The phone is noticeably slow for medium yo heavy users. While the Ram is 4gb it doesn't reflect on the performance. Games like PUBG hang and move very slow with an infuriating lag. I stopped playing pubg since I got this phone. The battery capacity is huge. 5000mah. It will easily last you a day (18) hours but on the flip side it takes that much longer get for it to charge.The software is unreliable. The phone stopped taking network by the end of first week in use. I have already been to the service center twice.The screen sometimes goes blank when you're watching a video and turn the phone horizontally. The lock button is way too sensitive so you will end up accidentally locking and unlocking often. As far as image stabilization after zoom is concerned,iPhone 6 beats it even today and I'm saying this out of experience not on a speculative whim.In conclusion,while the phone is cheap for its specifications it does not match up to Samsung's brand name. There are much better phones out there with better performance at possibly a cheaper rate.
",2
"
I wont recommend you, unless you are looking for a phone from samsung under 15k.
","
After using this phone for a week, here is what I can say:Pros:1. Display - FHD+, sAMOLED, with always-on display.2. RAM and ROM - 6GB and 128 GB, install all the apps you want.3. Dedicated SIM and Micro SD slots4. Rear Cameras - Triple cam setup with wide angle lens and f1.9 aperture lens for low light  situations.5. Ginormous battery - 5000 mAh. 'Nuff said.6. USB type C - Hassle free insertion of jack into port.7. Latest Android Security Patch February 01, 2019 out of the box.8. Simple and customizable UI - For the first time in years, I did not feel the need to install Nova launcher.9.  Freakin' Headphone Jack!Cons:1. Glossy Plastic Body is a Fingerprint Magnet. Gets Smudged within few minutes of use.2. That Unholy Notch! Turning the notch off shifts the entire notification bar downwards instead of blacking out the notch sides and keeping the notification icons at the same place, reducing the screen space in the process.3. Fast charging?? Not so fast I must say. Phones Supporting Qualcomm QC4.0 charge much faster.4. Exynos 7904. Although uses same 14nm FinFat process as the SD660 SoC, It is quite behind the Snapdragon chipset. The SD660 SoC has 4 performance cores and 4 efficiency cores, the Exynos has only 2 performance cores and 6 efficiency cores. Also the Adreno 512 GPU in the SD is leaps ahead the Exynos' Mali G71 GPU.5. Bluetooth 4.2 only. No BT 5.0.6. USB Type C runs only at USB 2.0 speeds. No support for USB 3.0/3.1.7. Front Camera Low light performance is not great.8. No stereo speakers. Only one bottom firing speaker is present and its not great.9. Network strength is low compared to my other phones, Often dropping me out of VoLTE and 4G.. Again this issue is with the Exynos 7904 SoC. Their modems are just not powerful enough.10. Heats up quite quickly during games.Conclusion:Go for any other mid range phone from any of the brands of BBK Electronics China (oppo, Vivo, or realme, and Yes, all of them including OnePlus are the same company), mi Note (whatever variant number they are on currently) or ASUS Max Pro series. Many of them use SD636/660 SoC, They are better Value for Money than anything Samsung puts out in Indian Market. I'd also say that not including an earphone in the box is a con, but then, others are doing the same thing.
",2
"
High Noise and heating problem
","
I have many complaints1) It's (m30)marketed as exynos 7904 processor but , I got a unit with exynos 7885 processor . This is main cheating .2)There is no light sensor , (I know front camera act as light sensor) but it's speed is pathetic I have adjust brightness every time . Shame for device of 15000 Rs cost .3)Even after taking calls screen will not lit up automatically I have to manually do it(because of lack of light sensor and poor quality of proximity sensor ).4) Speaker volume is not good (compare to old Samsung feature phones) and sound cracks more often . Head phone volume is low and it's not having good quality like old Samsung phones .5)Ultra wide angle camera quality is waste it's 5mp wide angle so no details in pictures at all .6) No native support for using amoled screen as led notification light . Have to use NoLED third party app.7) 13MP main camera fully waste . Pictures taken have short range clarity but doesn't have details of distance objects (remember my old Motorola g4 get more detailed distance shots). I think camera module is not up to the mark (cost cutting ???)8) status bar fonts are very small and no option to add extra icons like internet speed etc , there is no option in setting to increase status bar font .9) data toggle buttons ( between to two Sims ) is not available in notification bar.10) Samsung Galaxy apps always runs in background and collecting your information ,  no option for galaxy apps to stop in background and apply battery optimization. Often ""install galaxy apps "" ad pops up very annoying .11) Even phone colour theme cannot be changed unless you  buy Samsung Galaxy themes12) Exynos processor means to no custom ROM development.13)Fragile screen with no screen protection (dragon tail is there but no good).14) fast charger is total waste , you can't get much charge in short time so no 5 min charge and talk 2 hours like feature .15)  No otg support for laptop hard disc with external case ( even some old phones support other for hard disc).16)No correct size external cases and tempered glass support .
",2
"
Pathetic phone.
","
Now Samsung motherboard so worst only work 1 year after that dead...
",2
"
Bad Quality Phone
","
Iam writing the review after usage of 6 months. Initially it looks and performs very well. I started observing issues after 2-3 months of usage. Sometimes I got irritated with fingerprint sensor as it won't work.performance also sucks. Device with 6GB of Ram and powerful processor sucks to load a single application. It stuck very frequently. After restart of phone we can see abnormal behaviour of device. It won't allow to enter password sometimes.only good thing is better battery life and display.Edit : after 1+ years of usageUp to one year the mobile is pretty good with minor issues. Best thing I liked is battery backup.After 1.2 years suddenly someday I observed mobile is not getting g charged with the original charger given by samsung. Initially I though charger might not be working but same charger working with other devices. I tried with other fast chargers but no luck.I am in assumption that charging slot might be damaged but I can see it's getting charged with non fast charge support chargers and cable charging with laptop.its so irritating takes 10-12 hours to dull charge. I searched in Google and did all recovery planes no output.There are tons of samsung users are facing the same issue. Yet no replay/software update from samsung. Finally I decided to throw the mobile in dust bin and buy new one.If I r short time user *max 1.5 years) go aheadElse think twice before buying samsung mobile at MID range
",2
"
Galaxy M30 won’t disappoint if stretching your budget a bit for Galaxy A30 and Galaxy A50
","
I'm sharing some of the issues I faced with this phone and some good things too, which might be useful for other users to decide whether they should buy it or not.*Hardware:1. Fully Plastic body feels cheap2. Fingerprint works 3 out of 5 times and is remarkably slow (without vibration motor, so you wouldn't know whether it unlocked or not without looking into screen)3. Super-Amoled display is amazing4. Speaker is avarage5. Screen has no protection (easily gets scratches)6. Battery backup is superb (depends on your uses)7. Camera is strictly avarage8. Processor is just good (expected better)9. Charging takes almost 2.5 hr to bring it from 0% to 100% (still called fast charging?)10. Network reception is very poor (you get very low internet speed)*Software:1. It takes approx 30-40 seconds to turn the phone on2. No good themes or wallpapers are free, you need to buy them 😷. See the screenshots I have attached (MiUi is far better)3. You can't take screenshots or turn the screen off from notification panel (options aren't present, use hardware keys or activate assistant menu)Also, you can't take long screenshots or edit them directly after taking (no doodling option is present in gallery app)Verdict: A lot of phones are present in market with far better specs. Buy it only if you're a die hard fan of Samsung.
",3
"
Decent smartphone in the price range.
","
i am going to give critical review.Pros1. Samoled display. Amazing. 20 % more attractive than ipc displays2. Battery is good. With 50 percent u can use for 7 hrs with watching 2movies in the gap3. Front cam is nice. Rear cam is poor. Not  worth4. Dolby atmos... though not really the case coz compared this to s9 of my friend.. s9 sounded real dolby not m30 that too can switched on when u put earphones on.. nonetheless volume will be bit louder if u turn it onCons1.  Frequently it lags. Experienced that trouble in chrome. So 1.8ghz lrocessor not enough go for 2.3 processor.2. User interface is not that good.3. Too many inbuilt samsung apps and google apps. Also no INBUILT APP LOCK this becomes a trouble when u want to install applock app.. if some one uninstall ur app then no security..  only inbuilt app can provide this facility3. MOVING FILES FROM INT MEM TO SD CARD IT TAKING TOO MUCH TIME.  Irritates me4. No vibration sensor. Also if u lock the phone and try fingerprint it should stay on display but it wont show display if u put wrong finger.5. Earphones should have been given. Conclusion  Not worth for 11999 but worth for 9000 only.. processor matters lot. So go for m30s... or like vivo z1 pro..
",3
"
New generation phone at affordable price
","
Pros:1. Display quite smooth and pleasing.2. Don't think about polycarbonate body, build is good.3. Batery backup as compare to 5k is ok.Corns:1. Don't get puzzled by youtube review, camera is just ok as it include AI, pixel is not clear but for social media it will do the job.2. Design i think samsung followed the trend and other brand. My first notch display phone, thought it's gonna be ok, but trust me it looks really odd.3. Speaker sound quality not good, not a bit loud, just a cheap sound like low budget phone.4. Main thing where it comes to PUBG? You wont enjoy the gaming with the frame drop in balanced mode with medium frame rate. Lag is effective , lol the design is poor they have kept the speakar gaap in the bottom side so u will face interruption while gaming, the grip won't go easy as it have headphone jack also in the bottom- left. Which will definitely make u feel odd while gaming in loudspeaker or headphone. Even after 7days of use it has started to lag in basic/normal graphics with medium fram rate.I am a Samsung lover, where as i won't recommend you to waste money on this brand. They don't deserve the frame anymore.Only thing i have now is regret after purchase M30.
",3
"
It's good but I HATE IT
","
I thought, Samsung is back with good phones and hence I tried it once again. Samsung is bad choice forever for me. I decided, will never buy Samsung phones in future.I received phone and noticed two major issues with this phone1. It heats up a lot when I travel. Of course, in AC room it will not heated up.2. Noise. So there is no voice clarityI booked return request then I came to know that this phone will not be returned but will be replaced. They inspected this phone and declared that it isn't  any fault in this phoneThey send a so called technical expert at my home. He told me that due to notch, there is not much space to adjust the speaker and mic hence in this model, you will find same voice or noise. For him, it is normal.Regarding heating issue, he told me that upto 46degree you can use it and it will be automatically switched off when it will reach up to 46degree. This phone heated up to 41 to 43 degree after few hours of normal internet use.I used to have Redmi note 3S. It was better than this mobile.I am suffering with this mobile without any help and support from Amazon and Samsung
",3
"
Not upto Samsung Brand value
","
I made a mistake buying this mobile. So many told me not to buy Samsung mobile for its slowness and network issues, still I went ahead and bought it thinking by now Samsung quality would have bettered but nope. So many issues! First the mobile box had tampered, it looked like very old stock with dirty box. Then the box had only mobile and charger not even screen guard applied. Mobiles back is so plasticky and such a ugly looking! Only the amoled display is worth looking at. Finger print reader is so bad and slow, it takes a while to unlock or react. You doubt whether you properly kept the finger or not.Is been 10 days and phone is ashtray slow. Screen gets hung when some app is open and you get a call. Also, it gets hung when you get a call and try to silence it by pressing start button. Sometimes you feel even touch isn't working but it's because the app reaction is slow in this mobile.Good things I liked are amoled display, dark mode, customizations and some actions given to finger print reader like pulling down navigation bar.
",3
"
Average phone which looks really good..
","
After updating camera is not working and phone gets slow down.And samsung charges higher amount than mobile price to repair so dont buy it.
",3
"
Good Entry Level Phone
","




                    The media could not be loaded.
                



 [ ] 8/10 -----design[ ] 8/10-------display[ ] 6/10--------software[ ] 7/10--------performance[ ] 9/10---------battery life[ ] 7/10--------camera[ ] 8/10--------value for moneyThe Galaxy M30 almost renders the Galaxy M20 redundant. For the extra 2000 bucks, you get an AMOLED screen, better selfies, better connectivity (dual-band Wi-Fi), and a better portrait mode for the rear camera.When compared to the new and emerging competition like Redmi Note 7 Pro, the Galaxy M30 has its advantages (AMOLED display, HD streaming, software, battery, fast charging) and let downs (performance, primary rear camera, plastic body), but it should still largely bank on the Samsung brand value to win the bout. The Note 7 Pro leads in several key aspects.If you are not much into high-end gaming, would value display quality over the camera performance, and are restricted by a budget, the Galaxy M30 won’t disappoint. You could also look into stretching your budget a bit for Galaxy A30 and Galaxy A50.*Pros*Excellent DisplayBattery backupSupports HD streamingDedicated card slotUSB Type-C port and fast charging*Cons*No notification lightNot for heavy gamingNo case cover in the boxplastic buildNote:-  no headphone, back cover, screen guard available in box only charger and sim ejector tool is their
",3
"
not a value for its price.
","
If you are thinking about a good budget device then, Go For It.I've used this device for 7 months, in order to know about it current opinion, scroll down.Pros:-1. 5000 MAh Battery capacity!!2. Triple rear Camera.3. 16 MP front camera.4. Full Screen (Notch) Display.5. Super Amoled Display (gives the best colours possible)6. Affordable!Cons:-1. It has Exynos processor for some reasons so you won't get to play very high graphics games very smoothly like you used to with sanpdragon...2. Dosenot have a Metal Body which would have made it more scratch resistant...3. I've heard that its face lock feature isn't that good but I haven't faces any issues with it so far...Edit 1: After using it for a month, mobile suddenly was unable to charge, had to replace the charging port. And you will get a lot of scratches so, a cover is highly recommended!Edit 2: Was Working Good for first 6 months but now, there are quiet a lot of issues like1. Can't use Internet through WiFi.2. Unresponsive incoming call interface.3. Fingerprint sensor barely works.4. Heating problem while charging.5. Weak processor, hence device struggles a lot getting some tasks done.6. Service Center cannot help me with any of these issues... 😐So, here's my final conclusion. If you are laughing to use it for only 5-6 months, it's a biut deal. This device is not for a long run.
",3
"
Good Camera and Display, Processor not so much
","
Awasome phone with awasome specification, but i personaly feels phone's big screen sometime difficult to use.Detail review and why I gave 3 start reasons are as follow:Cons first:1. It started heating after 2 months of use that too I am not using it very roughly. In total 24 hours of day i am using it not more than 2 hours (including everything).2. Battery start draining fast compare to initial days. During initial days with the same usage it is used to last for two and half days but now it is lasting not more than one and half day.3. Started hanging up (stopped working). Specially while using camera.4. Camera quality is not as per expectation. Front cemera is okay but rear cemeras not able to capture things in detail. If you click a photo with rear camera and zoom it, the image will start tearing and blurring. Not very effective for students those who are rely on photos for their studies. Its personal experience.5. Fingerprint sensor is little bit slow. It takes 1 or 1.5 seconds to respond.Pros:1. Good and stylish looking phone.2. Adaptive display feature is awasome. No need to change the brightness setting while moving from dark to under sun light or vice versa, it adjust automatically.3. Good torch with adjustable brightness.4. Good sound clearity.I wish most of the cons will be eliminated with software update.And i wish this review will be helpful to the needed one.
",3
"
Not upto any good
","
A few months after I bought it, the camera stopped working, went to the service centre, they did smthg and sent me back home saying  ""it's good now"" even when I told them to do more thorough checks. Well, I was right and had to go back a couple of days again and had to leave it there because the camera software was apparently damaged ir smthg. After two years  now it's the same problem. It's a good phone, even the camera quality is good. The speakers are ok. But this thing is literally making me want to break it
",3
"
Worth of money
","
I'm just a normal user i don't play games or use lot of apps so my reviews will be most likely on what i felt not great. I purchased this Mobile on March 2019.1. Quality of the camera is not good as per the MP they provided.2. if we watch online videos more than 2 hours heat is producing (may be quit common for all)3. Apps are keep on gets hang maybe low RAM size.4. very less inbuilt features when compared with other brands like MI
",4
"
Don't regret buying this phone one bit
","
Average phone... you're better off with an Asus or a moto.. the UI is very inconvenient.. takes a lot of getting used to.. even then using the phone is an annoyance rather than second nature.The screen is super bright so that's a plus . And the battery backup is very very good... if it was a more sturdy build would have served a better purpose as a work phone coz you don't have to ask anyone for a damn charger.That stupid pin with which you take the sim slot out should be banned for all phones. Could have had some other mechanism or at least give me a place to keep it..The colour reproduction is okay... seems a bit washed out.Random bugs and lags especially during basic functions like calls... very very annoying.Finally the biggest drawback... the touch accuracy is down the drain... I have to touch min 5 times to pause a damn video... it's a nightmare if I want to skip ahead.So if you need a phone maybe just to call and basic WhatsApp then this is the guy .. doesn't look too shabby... performs alright.. battery is awesomeness.But if you want a little more out of your phone.. just go to the other 5000 mah battery ones.Only reason I got this phone was for the fast charging 5000 mah battery which I wasn't  getting anywhere else.
",4
"
Good 👍
","
Used it for 2 years .. ph is getting hanged very frequently..Battery life is good... at the given price point the Phone is Ok... Dont expect much from Camera..
",4
"
Good
","
Received it today.firstly the screen and display is great but the polycarbonate body looks real cheap for this price range.Checked through the settings and apps.well you will not find any lag for now.I believe thats same for all smart phones at this range.Guys dont go for this phone if you are camera savvy, its not the right deal. Although its usp is triple rear camera but its not just that good enough.Wide angle is superb but colour correction and AI control is no atall upto the mark. Note 7 pro, samsung j30 will be ranked way above these model.Front camera is ok and take decent photos.there is a pro mode in camera but not much manual option to p;lay with other that iso and exposure control.Video mode has literally no features.just point and shoot.Atleast expected slowmo and time lapse is 15k budget phone.Battery is good and fast 15w charger was in the package.
",4
"
A perfect phone at a practical price!
","
The plus point of this phone is the display, ultra wide camera and the battery life. If you're someone who takes a lot of photos, and consumes a lot of media on there device then this phone is for you.Pros:-sAMOLED Display-Ultra Wide Lens-Battery LifeCons-Slower Processor-Software (Samsung Experience 9.5 looks dated design wise)-Plastic BodyPersonally I haven't noticed much difference in using the AMOLED Display but this might change with time. One thing you might need to keep in mind (I found out about this a little too late) is the processor is closed source so third party ROMs development might not be there. They should have shipped it with Android P and the one UI which is more polished. If you want a phone for camera and media consumption then buy the M30, otherwise if you want a durable phone with better android experience and processor get the Moto One Power.EDIT: After a week of usage I do not find the camera upto the mark, Images lack sharpness and they look a grainy when zoomed in even a bit. This was a huge let down as I expected this phone to have a better camera.
",4
"
Samsung M30 - a sleek monster
","
This age samsung phones are nothing, when it comes to feel and user experience. The time the phone was first unboxed, the touch felt hard,but worked without error. Everything else good, camera clearer and real like, clearer than redmi phones, amoled also was ok, definitely amoled, but not very bright and colorful display. The back of phone also was over heating,I called up customer service, they said install all updates, it might change . But even after that, overheating is showing in the processor side and full screen ,when one game starts. The touch problem could not be solved completely, as this was not a appreciable error ,but only weak response and hard touch. I never felt like playing any game with such a touch and poor power behind the handset. Tried all touch repair apps from play store, and reset the phone also, but this never comes to a new phone touch feel. Terrible experience!! Even many China phones do more justice to everything. Samsung phones are only a name sake top notch.
",4
"
Best in ""this price range"" for watching Amazon prime videos and daily uses except games.
","
good product
",4
"
Super
","
I've never invested more than 8k for the two  smartphones I've used. I'm also not a guy who repeatedly keeps changing phones. So when my previous phone started giving me minor issues, felt it was the right time to buy a new one and upon being suggested by my friend, choose the Samsung m30, 6Gb Ram, 128 Gb variant. It's almost been 3 months since I bought this phone. It's pretty much like all Samsung phones filled with a wide range of applications, user friendly UI etc coupled with few new features.Pros.1. Good camera- Front camera in particular is very good. Also the wide angle rear camera helps you to capture a wider picture.2. Battery- Never ever did I think a smartphone would give a 24hr battery backup. I extensively use my phone for social media apps, netflix, Amazon prime etc but the battery life the phone has got is amazing. You won't even need a powerbank. You also get a fast charger which takes roughly 90 min for one full charge.3. Lockscreen stories- This feature is something new I've come across but nonetheless, is pretty amazing. Helps you keep upto date with the current affairs stories you are interested in while the screen is locked.4. Dolby atmos- Gives you a much better sound experience when using a headset. It is also categorised for various age groups and type of usage such as music, movies etc.Cons.1. Fingerprint sensor - It has been an issue as it doesn't detect your fingerprints sometimes.2. Ringtone- Not sure whether the feature is same for all Samsung phones, but the ringtone automatically increases and decreases. From what I've read across the internet, I've come to know that it is a feature that works based on the surroundings you/the phone is in.All in all, the phone is a decent buy for the price. Suggested for people whose usage is a lot and don't want their battery to drain quickly.
",4
"
A budget oriented alternative from Samsung!
","
Excellent
",4
"
Battery, Display, Speed, Camera!!! All Great.
","
Good
",4
"
It's the best phone in the price range!!!
","
Got this phone around a month ago. My earlier phone was moto g5s plus. I am a moderate user of phone who keeps on hanging with internet and all the required essential  apps, I also  play games at times.Now what good about m 30 for me is:1. Premium  software quality with no ads.2. Excellent display.3. Better performance  compared to my moto phone. This was where I surprised even though on papers this phone has not very powerful processors but still it gives it's best when comes to background  app management. I have not felt any heating issues or lag issues even after using heavy apps for hours!4. Good front camera.5. Excellent  battery  life . Comes around 2.5 days for me.Some cons:1. Even though primary camera is good. But does not give it's best in low light.2. Yes its software is premium with ad free but i was expecting Samsung UI 1 which is available  in A series.3. Speaker could have been amplified more.Overall a very practical  phone which gives u a premium  feel especially  due to its display.Many people compare this with redmi note 7 pro. I agree note 7 pro is a good phone which has better processor but you cannot feel the same premium experience as m 30 here is why:1. Just compare the both display!2. Check out note 7 apps filled with full ads.3. Even though they claim 48 mp it's not always! it it gives u in pro mode with no zoom option.4 microphone and headset audio of m 30 is better.5. Note 7 is a perfect phone for teen agers who is more intrested in gaming or heavy usage. M 30 is for professional  and moderate  users who are more intrested in quality for primary usage of phone.
",5
"
Good phone but outdated.
","
Samsung M30 is an excellent value for money. At the price range, it offers competent configurations. I have been using it for over a month and here are my reviews:Over all performance: Satisfactory. Though I bought the 6GB variant, there is no comparable improvement in performance when compared to a 3 GB variant. That being said, I have not observed significant delay in boot time of apps and concurrent background apps continue from the last session rather than re-launching.Camera: I am slightly unhappy with the 13MP primary camera. With the other configurations being competitive, a 13 MP primary camera seems amateurish. The picture quality retains the standard and with ambient light, pictures are of good quality. The 16 MP front camera is impressive and captures good selfie images. The other features of wide angle lens of primary camera, subject focus of both front and rear camera are also impressive and lives up to the expectation.Battery: The 5000 mAh battery is quite a mammoth. Do not expect it to last 2 days though. The idea is that with a good screen use throughout the day, there will still be some juice left in the battery to last the night. This seems reasonable battery backup before charging it up again.Media: The display and video effects are quite good. The DolbyAtmos needs a special mention which gives a notch to the audio experience when an ear phone is plugged in.OS: I received Oxygen in the boxed set and was a big disappointed. But Samsung released Pie with One UI within a month and this elated my mood.Overall its a very good smart phone to use at this price point. It would have been a nice though to include a silicone back cover and a screen guard in the box.If brand is of importance to you, then Samsung M30 will be worthy choice for you to consider.
",5
"
AN EXCELLENT OPTION -VERY GOOD VALUE FOR MONEY
","
First, i don't play game.Second, my primary purpose of buying this phone is watching web series and movies through Amazon Prime Videos and doind daily  normal uses.In Highest quality there is a option to download videos through prime videos is 1.8Gb/hr but honestly it will download only lass than 1Gb data in highest quality. The best part is you can play Prime videos in whole screen like which is not able to play in Redmi Note 8, which is also a full hd display phone.In realme 3 pro the maximum download quality option available is 2.3 Gb/hr, so it download better quality videos as compared  to Samsung galaxy M30 or Redmi Note 8.If your purpose is not watching prime videos than go for Redmi 8, yes simply 8, which has the best battery backup i have ever experienced. Lasts for 2 day through intense use.You can't compare the video quality through youtube or a video in your sd card ( videos will look approximately same in all these phones) but when you will start watching online contents (Amazon prime videos,  Netflix  etc) then there will be a major difference between these phones.Samsung M30 Android 10 experience after updates is very smooth. You can uninstall majority of preinstalled apps like Google play music, movies, books etc which you can't do in Redme note 8 and Realme 3 pro. There will be many advertisements in the realme and redme in there pre installed apps which you can't uninstall or even disable,but not in Samsung M30.For daily uses 3gb ram and 32gb memory of m30 is more than enough i didn't experience any lag or hang,works smoothly.
",5
"
Tripple camera setup is a very good feature for photography enthusiasts!
","
Good quality
",5
"
This phone's quality and features r inexplicable bcoz u can't explain feelings, buy this today
","
I have been using this mobile for quite some time now and to give a gist I have to say that there are a few compromises made to give consumers some decent specs.Some good stuff,Battery life is amazing.It gives me 1.5 days of power and still there is some 15% mostly remaining. Only 30% is sufficient to drive your day with normal usage of emails, songs and 30 mins of YouTube.Charges fastLittle more than half an hour is sufficient for 45% charge.CameraYou can not underestimate m30 here, it can take some serious photographs, if you do the settings right.DisplayOnly one word, Wow!SafeOther manufacturers in this range are mostly Chinese and everyone is aware that china is known for data theft. I might be wrong on this but anyways I don't trust these brands anymore.3.5 mm Jack not at top.This is a very specific issue, for me this is good because if you have wired earphones, wire handling becomes very easy.Some bads,Fingerprint scannerIt is the slowest I have ever used, although you will get used to it.BodyI have never used this phone without a cover, ever though it has developed big scratches at it's back. They are noticable even from a distance, if I remove the cover.Wide angle lensIt is there for just name sake, it doesn't take good photographs.Overall if you have used your old phone for quite some time and are looking for a phone for next couple of years, I think this is an option worth considering.Please note that I am not a heavy user!
",5
